image,name,author,category
/content/drive/My Drive/BookCovers/image_273.jpg,The Postnatal Depletion Cure,Dr Oscar Serrallach,Medical
/content/drive/My Drive/BookCovers/image_274.jpg,Essential Reiki,Diane Stein,Medical
/content/drive/My Drive/BookCovers/image_275.jpg,Existential Psychotherapy,Irvin D. Yalom,Medical
/content/drive/My Drive/BookCovers/image_276.jpg,An Introduction to Cognitive Behaviour Therapy,Helen Kennerley,Medical
/content/drive/My Drive/BookCovers/image_277.jpg,Secret of Childhood,Maria Montessori,Medical
/content/drive/My Drive/BookCovers/image_278.jpg,The Doctor's Kitchen: Supercharge your health with 100 delicious everyday recipes,Rupy Aujla,Medical
/content/drive/My Drive/BookCovers/image_279.jpg,The Thriving Adolescent,Louise Hayes,Medical
/content/drive/My Drive/BookCovers/image_280.jpg,What to Do When Bad Habits Take Hold,Dawn Huebner,Medical
/content/drive/My Drive/BookCovers/image_281.jpg,Birthing from within,Pam England,Medical
/content/drive/My Drive/BookCovers/image_282.jpg,Miracle Ball Method,Elaine Petrone,Medical
/content/drive/My Drive/BookCovers/image_283.jpg,Wreck This Journal (Red),Keri Smith,Medical
/content/drive/My Drive/BookCovers/image_284.jpg,"Essentials of Human Anatomy & Physiology, Global Edition",Elaine N. Marieb,Medical
/content/drive/My Drive/BookCovers/image_285.jpg,With the End in Mind,Kathryn Mannix,Medical
/content/drive/My Drive/BookCovers/image_286.jpg,Balanced and Barefoot,Angela J. Hanscom,Medical
/content/drive/My Drive/BookCovers/image_287.jpg,Dissolving Illusions,Roman Bystrianyk,Medical
/content/drive/My Drive/BookCovers/image_288.jpg,Lewis's Medical-Surgical Nursing,Diane Brown,Medical
/content/drive/My Drive/BookCovers/image_289.jpg,Gut,Giulia Enders,Medical
/content/drive/My Drive/BookCovers/image_290.jpg,The Longevity Paradox,Steven R. Gundry,Medical
/content/drive/My Drive/BookCovers/image_291.jpg,The Eczema Diet,Karen Fischer,Medical
/content/drive/My Drive/BookCovers/image_292.jpg,Healing Developmental Trauma,Laurence Heller,Medical
/content/drive/My Drive/BookCovers/image_293.jpg,Contented Dementia,Oliver James,Medical
/content/drive/My Drive/BookCovers/image_294.jpg,DBT (R) Skills Manual for Adolescents,Jill H. Rathus,Medical
/content/drive/My Drive/BookCovers/image_295.jpg,Starving the Anxiety Gremlin for Children Aged 5-9,Kate Collins-Donnelly,Medical
/content/drive/My Drive/BookCovers/image_296.jpg,The Mind-Gut Connection,Emeran Mayer,Medical
/content/drive/My Drive/BookCovers/image_297.jpg,Allen Carr's Easy Way for Women to Stop Smoking,Allen Carr,Medical
/content/drive/My Drive/BookCovers/image_298.jpg,Dibs in Search of Self,Virginia M. Axline,Medical
/content/drive/My Drive/BookCovers/image_299.jpg,Discovery of the Child,Maria Montessori,Medical
/content/drive/My Drive/BookCovers/image_300.jpg,"Clinical Handbook of Psychological Disorders, Fifth Edition",David H. Barlow,Medical
/content/drive/My Drive/BookCovers/image_301.jpg,Why Love Matters,Sue Gerhardt,Medical
/content/drive/My Drive/BookCovers/image_302.jpg,All That Remains,Professor Sue Black,Medical
/content/drive/My Drive/BookCovers/image_303.jpg,The Omnivore's Dilemma,Michael Pollan,Medical
/content/drive/My Drive/BookCovers/image_304.jpg,The Low-Fodmap Diet Cookbook,Sue Shepherd,Medical
/content/drive/My Drive/BookCovers/image_305.jpg,In Defence of Food,Michael Pollan,Medical
/content/drive/My Drive/BookCovers/image_306.jpg,Beyond the Pill,Jolene Brighten,Medical
/content/drive/My Drive/BookCovers/image_307.jpg,Gray's Anatomy for Students,Richard Drake,Medical
/content/drive/My Drive/BookCovers/image_308.jpg,"Treatment Plans and Interventions for Depression and Anxiety Disorders, 2e",Robert L. Leahy,Medical
/content/drive/My Drive/BookCovers/image_309.jpg,"Essential Examination, third edition",Alasdair K. B. Ruthven,Medical
/content/drive/My Drive/BookCovers/image_310.jpg,Mess,Keri Smith,Medical
/content/drive/My Drive/BookCovers/image_311.jpg,How to Be a Superhero Called Self-Control!,Lauren Brukner,Medical
/content/drive/My Drive/BookCovers/image_312.jpg,Clinical Cases for General Practice Exams,Susan Wearne,Medical
/content/drive/My Drive/BookCovers/image_313.jpg,The FastDiet Cookbook,Mimi Spencer,Medical
/content/drive/My Drive/BookCovers/image_314.jpg,All Creatures Great and Small,James Herriot,Medical
/content/drive/My Drive/BookCovers/image_315.jpg,The Wise Heart,Jack Kornfield,Medical
/content/drive/My Drive/BookCovers/image_316.jpg,An Early Start for Your Child with Autism,Sally J. Rogers,Medical
/content/drive/My Drive/BookCovers/image_317.jpg,The Polyvagal Theory,Stephen W. Porges,Medical
/content/drive/My Drive/BookCovers/image_318.jpg,Trauma And Memory,Peter A. Levine,Medical
/content/drive/My Drive/BookCovers/image_319.jpg,Neurological Rehabilitation,Janet H. Carr,Medical
/content/drive/My Drive/BookCovers/image_320.jpg,Eat Right for Your Type Comple,Peter D'Adamo,Medical
/content/drive/My Drive/BookCovers/image_321.jpg,Neurocomic,Matteo Farinella,Medical
/content/drive/My Drive/BookCovers/image_322.jpg,The Spark in the Machine,Dr Daniel Keown,Medical
/content/drive/My Drive/BookCovers/image_323.jpg,The Maudsley Prescribing Guidelines in Psychiatry,David M. Taylor,Medical
/content/drive/My Drive/BookCovers/image_324.jpg,The New Optimum Nutrition Bible,Patrick Holford,Medical
/content/drive/My Drive/BookCovers/image_325.jpg,Momma And The Meaning Of Life,Irvin D. Yalom,Medical
/content/drive/My Drive/BookCovers/image_326.jpg,Body by Science,John R. Little,Medical
/content/drive/My Drive/BookCovers/image_327.jpg,The Intuitive Eating Workbook,Evelyn Tribole,Medical
/content/drive/My Drive/BookCovers/image_328.jpg,Trim Healthy Mama,Pearl P Barrett,Medical
/content/drive/My Drive/BookCovers/image_329.jpg,The Butchering Art,Lindsey Fitzharris,Medical
/content/drive/My Drive/BookCovers/image_330.jpg,The Pocket Guide to The Polyvagal Theory,Stephen Porges,Medical
/content/drive/My Drive/BookCovers/image_331.jpg,The Happiness Hypothesis,Jonathan Haidt,Medical
/content/drive/My Drive/BookCovers/image_332.jpg,How to Be Human,Ruby Wax,Medical
/content/drive/My Drive/BookCovers/image_333.jpg,Womancode,Alisa Vitti,Medical
/content/drive/My Drive/BookCovers/image_334.jpg,What Doesn't Kill Us,Scott Carney,Medical
/content/drive/My Drive/BookCovers/image_335.jpg,Starving the Anxiety Gremlin,Kate Collins-Donnelly,Medical
/content/drive/My Drive/BookCovers/image_336.jpg,Smart but Scattered Teens,Richard Guare,Medical
/content/drive/My Drive/BookCovers/image_337.jpg,Twas The Nightshift Before Christmas,Adam Kay,Medical
/content/drive/My Drive/BookCovers/image_338.jpg,Becoming Myself,Irvin D. Yalom,Medical
/content/drive/My Drive/BookCovers/image_339.jpg,True Refuge,Tara Brach,Medical
/content/drive/My Drive/BookCovers/image_340.jpg,A Brief History of Medicine,Paul Strathern,Medical
/content/drive/My Drive/BookCovers/image_341.jpg,The Mind's Eye,Oliver Sacks,Medical
/content/drive/My Drive/BookCovers/image_342.jpg,Introduction to Veterinary Anatomy and Physiology Textbook,Victoria Aspinall,Medical
/content/drive/My Drive/BookCovers/image_343.jpg,"The Autism Discussion Page on anxiety, behavior, school, and parenting strategies",Bill Nason,Medical
/content/drive/My Drive/BookCovers/image_344.jpg,Unthinkable,Helen Thomson,Medical
/content/drive/My Drive/BookCovers/image_345.jpg,Trauma and the Body,Pat Ogden,Medical
/content/drive/My Drive/BookCovers/image_346.jpg,Brain On Fire: My Month of Madness,Susannah Cahalan,Medical
/content/drive/My Drive/BookCovers/image_347.jpg,Overcoming Depression 3rd Edition,Prof Paul Gilbert,Medical
/content/drive/My Drive/BookCovers/image_348.jpg,The How Not to Die Cookbook,Michael Greger,Medical
/content/drive/My Drive/BookCovers/image_349.jpg,Becoming Attached,Robert Karen,Medical
/content/drive/My Drive/BookCovers/image_350.jpg,"Ganong's Review of Medical Physiology, Twenty-Fifth Edition",Kim E. Barrett,Medical
/content/drive/My Drive/BookCovers/image_351.jpg,A Therapeutic Treasure Box for Working with Children and Adolescents with Developmental Trauma,Karen Treisman,Medical
/content/drive/My Drive/BookCovers/image_352.jpg,The Alphabet of the Human Heart,Matthew Johnstone,Medical
/content/drive/My Drive/BookCovers/image_353.jpg,Overcoming Trauma Through Yoga,David Emerson,Medical
/content/drive/My Drive/BookCovers/image_354.jpg,Windows to Our Children,Violet Oaklander,Medical
/content/drive/My Drive/BookCovers/image_355.jpg,Social Work Practice in Mental Health,Robert Bland,Medical
/content/drive/My Drive/BookCovers/image_356.jpg,Understanding Pathophysiology Anz 3e,Judy Craft,Medical
/content/drive/My Drive/BookCovers/image_357.jpg,The Upward Spiral,Alex Korb,Medical
/content/drive/My Drive/BookCovers/image_358.jpg,The Worry Trick,David A. Carbonell,Medical
/content/drive/My Drive/BookCovers/image_359.jpg,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver W Sacks,Medical
/content/drive/My Drive/BookCovers/image_360.jpg,Yoga Therapy,A.G. Mohan,Medical
/content/drive/My Drive/BookCovers/image_361.jpg,My Voice Will Go with You,Sidney Rosen,Medical
/content/drive/My Drive/BookCovers/image_362.jpg,Why Isn't My Brain Working?,Datis Kharrazian,Medical
/content/drive/My Drive/BookCovers/image_363.jpg,It Hurts When I Poop!,Howard J. Bennett,Medical
/content/drive/My Drive/BookCovers/image_364.jpg,Miller's Review of Critical Vaccine Studies,Neil Z. Miller,Medical
/content/drive/My Drive/BookCovers/image_365.jpg,Active Birth,Janet Balaskas,Medical
/content/drive/My Drive/BookCovers/image_366.jpg,The Reconnection,Eric Pearl,Medical
/content/drive/My Drive/BookCovers/image_367.jpg,Self-Esteem Workbook for Teens,Lisa M. Schab,Medical
/content/drive/My Drive/BookCovers/image_368.jpg,The Aware Baby,Ph.D  Aletha J. Solter,Medical
/content/drive/My Drive/BookCovers/image_369.jpg,Play Therapy,Virginia M. Axline,Medical
/content/drive/My Drive/BookCovers/image_370.jpg,The Longevity Diet,Valter Longo,Medical
/content/drive/My Drive/BookCovers/image_371.jpg,An Introduction to the Lightning Process (R),Phil Parker,Medical
/content/drive/My Drive/BookCovers/image_372.jpg,Baby-Led Weaning,Gill Rapley,Medical
/content/drive/My Drive/BookCovers/image_373.jpg,The Brain That Changes Itself,Norman Doidge,Medical
/content/drive/My Drive/BookCovers/image_374.jpg,Guyton and Hall Textbook of Medical Physiology,John E. Hall,Medical
/content/drive/My Drive/BookCovers/image_375.jpg,Stahl's Essential Psychopharmacology,Stephen M. Stahl,Medical
/content/drive/My Drive/BookCovers/image_376.jpg,Love's Executioner,Irvin D. Yalom,Medical
/content/drive/My Drive/BookCovers/image_377.jpg,Concise Rules of APA Style,American Psychological Association,Medical
/content/drive/My Drive/BookCovers/image_378.jpg,Veterinary Anatomy Coloring Book,Baljit Singh,Medical
/content/drive/My Drive/BookCovers/image_379.jpg,Anatomy Of An Epidemic,Robert Whitaker,Medical
/content/drive/My Drive/BookCovers/image_380.jpg,Human Anatomy,Margaret Matt,Medical
/content/drive/My Drive/BookCovers/image_381.jpg,The Story of the Human Body,Daniel Lieberman,Medical
/content/drive/My Drive/BookCovers/image_382.jpg,Ketotarian,Will Cole,Medical
/content/drive/My Drive/BookCovers/image_383.jpg,Neuroanatomy through Clinical Cases,Hal Blumenfeld,Medical
/content/drive/My Drive/BookCovers/image_384.jpg,Into the Magic Shop,Director James R Doty,Medical
/content/drive/My Drive/BookCovers/image_385.jpg,"Taking Charge of ADHD, Third Edition",Russell A. Barkley,Medical
/content/drive/My Drive/BookCovers/image_386.jpg,How Doctors Think,Jerome E. Groopman,Medical
/content/drive/My Drive/BookCovers/image_387.jpg,Pregnancy For Men (Revised Edition),Mark Woods,Medical
/content/drive/My Drive/BookCovers/image_388.jpg,Nursing Calculations,Nicole Phillips,Medical
/content/drive/My Drive/BookCovers/image_389.jpg,Loving Someone with Borderline Personality Disorder,Shari Y. Manning,Medical
/content/drive/My Drive/BookCovers/image_390.jpg,"Herbal Antibiotics, 2nd Edition",Stephen Harrod Buhner,Medical
/content/drive/My Drive/BookCovers/image_391.jpg,Undo It!,Dean Ornish MD,Medical
/content/drive/My Drive/BookCovers/image_392.jpg,Last's Anatomy,Chummy S. Sinnatamby,Medical
/content/drive/My Drive/BookCovers/image_393.jpg,Exploring Feelings,Tony Attwood,Medical
/content/drive/My Drive/BookCovers/image_394.jpg,Between Heaven and Earth,Harriet Beinfield,Medical
/content/drive/My Drive/BookCovers/image_395.jpg,It's All in Your Head,Dr. Suzanne O'Sullivan,Medical
/content/drive/My Drive/BookCovers/image_396.jpg,Anti-Oedipus,Professor Gilles Deleuze,Medical
/content/drive/My Drive/BookCovers/image_397.jpg,The Circle of Security Intervention,Bert Powell,Medical
/content/drive/My Drive/BookCovers/image_398.jpg,Stealing Fire,Steven Kotler,Medical
/content/drive/My Drive/BookCovers/image_399.jpg,Drugs in Anaesthesia and Intensive Care,Edward Scarth,Medical
/content/drive/My Drive/BookCovers/image_400.jpg,Hardwiring Happiness,Rick Hanson,Medical
/content/drive/My Drive/BookCovers/image_401.jpg,Trauma-Proofing Your Kids,Maggie Kline,Medical
/content/drive/My Drive/BookCovers/image_402.jpg,Fat Chance,Robert Lustig,Medical
/content/drive/My Drive/BookCovers/image_403.jpg,The Anxiety Journal,Corinne Sweet,Medical
/content/drive/My Drive/BookCovers/image_404.jpg,Oxford Handbook of Clinical Dentistry,David A. Mitchell,Medical
/content/drive/My Drive/BookCovers/image_405.jpg,The Checklist Manifesto,Atul Gawande,Medical
/content/drive/My Drive/BookCovers/image_406.jpg,Childhood Disrupted,Donna Jackson Nakazawa,Medical
/content/drive/My Drive/BookCovers/image_407.jpg,Oxford Handbook of Emergency Medicine,Jonathan Wyatt,Medical
/content/drive/My Drive/BookCovers/image_408.jpg,Asperger's Syndrome,Tony Attwood,Medical
/content/drive/My Drive/BookCovers/image_409.jpg,Playing and Reality,D. W. Winnicott,Medical
/content/drive/My Drive/BookCovers/image_410.jpg,8 Steps to a Pain-free Back,Esther Gokhale,Medical
/content/drive/My Drive/BookCovers/image_411.jpg,Attachment Theory in Practice,Susan M. Johnson,Medical
/content/drive/My Drive/BookCovers/image_412.jpg,Grow Your Own Drugs,James Wong,Medical
/content/drive/My Drive/BookCovers/image_413.jpg,Understanding Nutrition with Online Study Tools,Eleanor Whitney,Medical
/content/drive/My Drive/BookCovers/image_414.jpg,Dare,Barry Mcdonagh,Medical
/content/drive/My Drive/BookCovers/image_415.jpg,Keep Calm and Colour Unicorns,,Medical
/content/drive/My Drive/BookCovers/image_416.jpg,Art as Therapy,Alain Botton,Medical
/content/drive/My Drive/BookCovers/image_417.jpg,Trauma Through A Childs Eyes,Maggie Kline,Medical
/content/drive/My Drive/BookCovers/image_418.jpg,Psychiatric & Mental Health Nursing,Katie Evans,Medical
/content/drive/My Drive/BookCovers/image_419.jpg,Ready To Run,Kelly Starrett,Medical
/content/drive/My Drive/BookCovers/image_420.jpg,Diagnostic and Statistical Manual of Mental Disorders (DSM-5 (R)),American Psychiatric Association,Medical
/content/drive/My Drive/BookCovers/image_421.jpg,The Autism Discussion Page on the core challenges of autism,Bill Nason,Medical
/content/drive/My Drive/BookCovers/image_422.jpg,Client Centred Therapy (New Ed),Carl Rogers,Medical
/content/drive/My Drive/BookCovers/image_423.jpg,Schema Therapy in Practice,Arnoud Arntz,Medical
/content/drive/My Drive/BookCovers/image_424.jpg,Packing for Mars,Mary Roach,Medical
/content/drive/My Drive/BookCovers/image_425.jpg,Attachment-Focused Family Therapy Workbook,Daniel A. Hughes,Medical
/content/drive/My Drive/BookCovers/image_426.jpg,Vibrational Medicine,Richard Gerber,Medical
/content/drive/My Drive/BookCovers/image_427.jpg,Alchemy of Herbs,Rosalee De La Foret,Medical
/content/drive/My Drive/BookCovers/image_428.jpg,"Eye Movement Desensitization and Reprocessing (EMDR) Therapy, Third Edition",Francine Shapiro,Medical
/content/drive/My Drive/BookCovers/image_429.jpg,Play Therapy,Garry L. Landreth,Medical
/content/drive/My Drive/BookCovers/image_430.jpg,Jung: A Very Short Introduction,Anthony Stevens,Medical
/content/drive/My Drive/BookCovers/image_431.jpg,Dr Podcast Scripts for the Primary FRCA,Rebecca A. Leslie,Medical
/content/drive/My Drive/BookCovers/image_432.jpg,The Strength Training Anatomy Workout,Frederic Delavier,Medical
/content/drive/My Drive/BookCovers/image_433.jpg,Clean Gut,Alejandro Junger,Medical
/content/drive/My Drive/BookCovers/image_434.jpg,Cure Tooth Decay,Ramiel Nagel,Medical
/content/drive/My Drive/BookCovers/image_435.jpg,Interview Guide for Evaluation of Dsm-V Disorders,Zimmerman,Medical
/content/drive/My Drive/BookCovers/image_436.jpg,The Hormone Reset Diet,Sara Gottfried,Medical
/content/drive/My Drive/BookCovers/image_437.jpg,Trauma-Sensitive Mindfulness,David A. Treleaven,Medical
/content/drive/My Drive/BookCovers/image_438.jpg,The Big Fat Activity Book for Pregnant People,Jordan Reid,Medical
/content/drive/My Drive/BookCovers/image_439.jpg,The American Indian Secrets of Crystal Healing,Luc Bourgault,Medical
/content/drive/My Drive/BookCovers/image_440.jpg,Counseling with Choice Theory,William Glasser,Medical
/content/drive/My Drive/BookCovers/image_441.jpg,Your Body Speaks Your Mind,Deb Shapiro,Medical
/content/drive/My Drive/BookCovers/image_442.jpg,Engaging Autism,Stanley I. Greenspan,Medical
/content/drive/My Drive/BookCovers/image_443.jpg,The Autoimmune Solution Cookbook,Amy Myers,Medical
/content/drive/My Drive/BookCovers/image_444.jpg,The Myth of Mental Illness,Thomas S. Szasz,Medical
/content/drive/My Drive/BookCovers/image_445.jpg,Pharmacology for Anaesthesia and Intensive Care,Tom E. Peck,Medical
/content/drive/My Drive/BookCovers/image_446.jpg,"Your Spine, Your Yoga",Bernie Clark,Medical
/content/drive/My Drive/BookCovers/image_447.jpg,The Complete Book Of Ayurvedic Home Remedies,Vasant Lad,Medical
/content/drive/My Drive/BookCovers/image_448.jpg,Spirit Catches You and You Fall Down,Anne Fadiman,Medical
